time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	health_district	school_district
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.80	Central	Tintic
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.10	Central	Tintic
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	Central	Tintic
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Central	Tintic
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.20	Central	Wayne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.90	Central	Wayne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.40	Central	Wayne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.30	Central	Wayne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.10	Central	Wayne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	Davis	Davis
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.70	Davis	Davis
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.90	Davis	Davis
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.40	Davis	Davis
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.20	Davis	Davis
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.80	Salt Lake	Canyons
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.90	Salt Lake	Canyons
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.70	Salt Lake	Canyons
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.70	Salt Lake	Canyons
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.70	Salt Lake	Canyons
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	Salt Lake	Granite
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.40	Salt Lake	Granite
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.40	Salt Lake	Granite
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60	Salt Lake	Granite
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.90	Salt Lake	Granite
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.10	Salt Lake	Jordan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.00	Salt Lake	Jordan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.50	Salt Lake	Jordan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.50	Salt Lake	Jordan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.60	Salt Lake	Jordan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.20	Salt Lake	Murray
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.10	Salt Lake	Murray
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.90	Salt Lake	Murray
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	Salt Lake	Murray
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70	Salt Lake	Murray
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30	Salt Lake	Salt Lake
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50	Salt Lake	Salt Lake
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.90	Salt Lake	Salt Lake
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70	Salt Lake	Salt Lake
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70	Salt Lake	Salt Lake
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60	San Juan	San Juan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.70	San Juan	San Juan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	San Juan	San Juan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.50	San Juan	San Juan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.20	San Juan	San Juan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00	Southeast	Carbon
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	Southeast	Carbon
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.10	Southeast	Carbon
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.70	Southeast	Carbon
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.40	Southeast	Carbon
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.90	Southeast	Emery
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10	Southeast	Emery
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.90	Southeast	Emery
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.10	Southeast	Emery
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.50	Southeast	Emery
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.00	Southeast	Grand
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.00	Southeast	Grand
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.70	Southeast	Grand
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.90	Southeast	Grand
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.10	Southeast	Grand
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.90	Southwest	Beaver
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.00	Southwest	Beaver
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.40	Southwest	Beaver
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.00	Southwest	Beaver
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.80	Southwest	Beaver
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.00	Southwest	Garfield
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.20	Southwest	Garfield
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.10	Southwest	Garfield
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.80	Southwest	Garfield
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.20	Southwest	Garfield
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.50	Southwest	Iron
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.90	Southwest	Iron
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.70	Southwest	Iron
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.10	Southwest	Iron
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.00	Southwest	Iron
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.20	Southwest	Kane
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.00	Southwest	Kane
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.00	Southwest	Kane
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.40	Southwest	Kane
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.00	Southwest	Kane
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.90	Southwest	Washington
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.80	Southwest	Washington
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.30	Southwest	Washington
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.30	Southwest	Washington
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.80	Southwest	Washington
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	North Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	North Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	North Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	North Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	North Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	Park City
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	Park City
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	Park City
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	Park City
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	Park City
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	South Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	South Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	South Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	South Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Summit	South Summit
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.20	Tooele	Tooele
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.60	Tooele	Tooele
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.90	Tooele	Tooele
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.60	Tooele	Tooele
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.10	Tooele	Tooele
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	TriCounty	Daggett
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.30	TriCounty	Daggett
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.20	TriCounty	Daggett
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.60	TriCounty	Daggett
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	TriCounty	Daggett
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.80	TriCounty	Duchesne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.80	TriCounty	Duchesne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.50	TriCounty	Duchesne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.00	TriCounty	Duchesne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.50	TriCounty	Duchesne
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.20	TriCounty	Uintah
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.50	TriCounty	Uintah
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.30	TriCounty	Uintah
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.30	TriCounty	Uintah
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.70	TriCounty	Uintah
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.20	Utah County	Alpine
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.90	Utah County	Alpine
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.20	Utah County	Alpine
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.40	Utah County	Alpine
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.20	Utah County	Alpine
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.00	Utah County	Nebo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	Utah County	Nebo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.40	Utah County	Nebo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.10	Utah County	Nebo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.00	Utah County	Nebo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.40	Utah County	Provo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.80	Utah County	Provo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.40	Utah County	Provo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.90	Utah County	Provo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.80	Utah County	Provo
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.50	Wasatch	Wasatch
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.20	Wasatch	Wasatch
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.70	Wasatch	Wasatch
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.70	Wasatch	Wasatch
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.20	Wasatch	Wasatch
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.20	Weber-Morgan	Morgan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.00	Weber-Morgan	Morgan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.90	Weber-Morgan	Morgan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.10	Weber-Morgan	Morgan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.60	Weber-Morgan	Morgan
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50	Weber-Morgan	Ogden
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10	Weber-Morgan	Ogden
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.20	Weber-Morgan	Ogden
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30	Weber-Morgan	Ogden
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.90	Weber-Morgan	Ogden
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	Weber-Morgan	Weber
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.10	Weber-Morgan	Weber
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.00	Weber-Morgan	Weber
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.30	Weber-Morgan	Weber
2019-09-01	49	Utah	7th grade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.10	Weber-Morgan	Weber
